order_id,order_item_id,product_id,seller_id,quantity,price_bdt,freight_value_bdt,shipping_limit_days
O002784,1,P0032,S0032,3,11761.50,40.34,10
O002785,1,P0049,S0003,1,3640.80,40.57,9
O002786,1,P0066,S0014,2,16612.20,40.80,8
O002786,2,P0069,S0021,1,3199.70,40.91,1
O002787,1,P0083,S0025,3,16525.50,41.03,7
O002787,2,P0086,S0032,2,3869.20,41.14,10
O002788,1,P0100,S0036,1,4801.00,41.26,6
O002788,2,P0003,S0003,3,6395.70,41.37,9
O002789,1,P0017,S0007,2,15120.40,41.49,5
O002789,2,P0020,S0014,1,7368.00,41.60,8
O002790,1,P0034,S0018,3,1225.80,41.72,4
O002791,1,P0051,S0029,1,6187.00,41.95,3
O002791,2,P0054,S0036,3,7534.20,42.06,6
O002792,1,P0068,S0040,2,2462.00,42.18,2
O002793,1,P0085,S0011,3,25107.30,42.41,1
O002794,1,P0002,S0022,1,1185.30,42.64,10
O002795,1,P0019,S0033,2,4275.00,42.87,9
O002796,1,P0036,S0004,3,14234.40,43.10,8
O002797,1,P0053,S0015,1,5412.40,43.33,7
O002798,1,P0070,S0026,2,7195.00,43.56,6
O002799,1,P0087,S0037,3,17090.70,43.79,5
O002800,1,P0004,S0008,1,5646.60,44.02,4
O002800,2,P0007,S0015,3,3414.60,44.13,7
O002800,3,P0010,S0022,2,11478.60,44.24,10
O002801,1,P0021,S0019,2,1735.60,44.25,3
O002801,2,P0024,S0026,1,4047.80,44.36,6
O002802,1,P0038,S0030,3,12468.90,44.48,2
O002802,2,P0041,S0037,2,14954.20,44.59,5
O002803,1,P0055,S0001,1,1635.60,44.71,1
O002803,2,P0058,S0008,3,18595.50,44.82,4
O002804,1,P0072,S0012,2,10163.60,44.94,10
O002804,2,P0075,S0019,1,363.80,45.05,3
O002805,1,P0089,S0023,3,23482.20,45.17,9
O002806,1,P0006,S0034,1,2614.70,45.40,8
O002807,1,P0023,S0005,2,13228.20,45.63,7
O002808,1,P0040,S0016,3,12018.60,45.86,6
O002809,1,P0057,S0027,1,6400.70,46.09,5
O002810,1,P0074,S0038,2,6978.60,46.32,4
O002811,1,P0091,S0009,3,22860.00,46.55,3
O002812,1,P0008,S0020,1,4720.30,46.78,2
O002813,1,P0025,S0031,2,14889.40,47.01,1
O002814,1,P0042,S0002,3,16995.00,47.24,10
O002814,2,P0045,S0009,2,12054.40,47.35,3
O002815,1,P0059,S0013,1,7728.50,47.47,9
O002815,2,P0062,S0020,3,23151.00,47.58,2
O002816,1,P0076,S0024,2,15708.60,47.70,8
O002816,2,P0079,S0031,1,6447.30,47.81,1
O002817,1,P0093,S0035,3,7830.30,47.93,7
O002817,2,P0096,S0002,2,12011.40,48.04,10
O002818,1,P0010,S0006,1,5739.30,48.16,6
O002818,2,P0013,S0013,3,14109.60,48.27,9
O002819,1,P0027,S0017,2,5983.80,48.39,5
O002820,1,P0044,S0028,3,1102.80,48.62,4
O002821,1,P0061,S0039,1,6391.00,48.85,3
O002822,1,P0078,S0010,2,9737.00,49.08,2
O002823,1,P0095,S0021,3,22884.60,49.31,1
O002824,1,P0012,S0032,1,2057.50,49.54,10
O002825,1,P0029,S0003,2,14001.20,49.77,9
O002826,1,P0046,S0014,3,24735.00,50.00,8
O002827,1,P0063,S0025,1,3852.80,50.23,7
O002828,1,P0080,S0036,2,5653.20,50.46,6
O002829,1,P0097,S0007,3,14316.90,50.69,5
O002829,2,P0100,S0014,2,9602.00,50.80,8
O002830,1,P0014,S0018,1,8414.60,50.92,4
O002830,2,P0017,S0025,3,22680.60,51.03,7
O002831,1,P0031,S0029,2,11944.80,51.15,3
O002831,2,P0034,S0036,1,408.60,51.26,6
O002832,1,P0048,S0040,3,21865.20,51.38,2
O002832,2,P0051,S0007,2,12374.00,51.49,5
O002833,1,P0065,S0011,1,6707.90,51.61,1
O002834,1,P0082,S0022,2,8413.00,51.84,10
O002835,1,P0099,S0033,3,8351.10,52.07,9
O002836,1,P0016,S0004,1,7492.40,52.30,8
O002837,1,P0033,S0015,2,1743.60,52.53,7
O002838,1,P0050,S0026,3,17122.80,52.76,6
O002839,1,P0067,S0037,1,7884.60,52.99,5
O002840,1,P0084,S0008,2,4361.60,53.22,4
O002841,1,P0001,S0019,3,3771.90,53.45,3
O002842,1,P0018,S0030,1,6421.70,53.68,2
O002843,1,P0035,S0001,2,1855.00,53.91,1
O002843,2,P0038,S0008,1,4156.30,54.02,4
O002844,1,P0052,S0012,3,16832.40,54.14,10
O002844,2,P0055,S0019,2,3271.20,54.25,3
O002845,1,P0069,S0023,1,3199.70,54.37,9
O002845,2,P0072,S0030,3,15245.40,54.48,2
O002846,1,P0086,S0034,2,3869.20,54.60,8
O002846,2,P0089,S0001,1,7827.40,54.71,1
O002847,1,P0003,S0005,3,6395.70,54.83,7
O002847,2,P0006,S0012,2,5229.40,54.94,10
O002848,1,P0020,S0016,1,7368.00,55.06,6
O002849,1,P0037,S0027,2,3803.60,55.29,5
O002850,1,P0054,S0038,3,7534.20,55.52,4
O002851,1,P0071,S0009,1,4501.70,55.75,3
O002852,1,P0088,S0020,2,13807.00,55.98,2
O002853,1,P0005,S0031,3,20840.70,56.21,1
O002854,1,P0022,S0002,1,7365.40,56.44,10
O002855,1,P0039,S0013,2,6230.60,56.67,9
O002856,1,P0056,S0024,3,8369.70,56.90,8
O002857,1,P0073,S0035,1,3167.30,57.13,7
O002858,1,P0090,S0006,2,11581.60,57.36,6
O002858,2,P0093,S0013,1,2610.10,57.47,9
O002859,1,P0007,S0017,3,3414.60,57.59,5
O002859,2,P0010,S0024,2,11478.60,57.70,8
O002860,1,P0024,S0028,1,4047.80,57.82,4
O002860,2,P0027,S0035,3,8975.70,57.93,7
O002861,1,P0041,S0039,2,14954.20,58.05,3
O002861,2,P0044,S0006,1,367.60,58.16,6
O002862,1,P0058,S0010,3,18595.50,58.28,2
O002863,1,P0075,S0021,1,363.80,58.51,1
O002864,1,P0092,S0032,2,14742.40,58.74,10
O002865,1,P0009,S0003,3,16172.70,58.97,9
O002866,1,P0026,S0014,1,3397.40,59.20,8
O002867,1,P0043,S0025,2,8616.00,59.43,7
O002868,1,P0060,S0036,3,2127.90,59.66,6
O002869,1,P0077,S0007,1,2870.70,59.89,5
O002870,1,P0094,S0018,2,7870.00,60.12,4
O002871,1,P0011,S0029,3,10344.00,60.35,3
O002872,1,P0028,S0040,1,2301.50,60.58,2
O002872,2,P0031,S0007,3,17917.20,60.69,5
O002873,1,P0045,S0011,2,12054.40,60.81,1
O002873,2,P0048,S0018,1,7288.40,60.92,4
O002873,3,P0051,S0025,3,18561.00,61.03,7
O002874,1,P0062,S0022,3,23151.00,61.04,10
O002874,2,P0065,S0029,2,13415.80,61.15,3
O002875,1,P0079,S0033,1,6447.30,61.27,9
O002875,2,P0082,S0040,3,12619.50,61.38,2
O002876,1,P0096,S0004,2,12011.40,61.50,8
O002877,1,P0013,S0015,3,14109.60,61.73,7
O002878,1,P0030,S0026,1,1695.80,61.96,6
O002879,1,P0047,S0037,2,8471.60,62.19,5
O002880,1,P0064,S0008,3,23028.60,62.42,4
O002881,1,P0081,S0019,1,2976.30,62.65,3
O002881,2,P0084,S0026,3,6542.40,62.76,6
O002882,1,P0098,S0030,2,7048.40,62.88,2
O002882,2,P0001,S0037,1,1257.30,62.99,5
O002883,1,P0015,S0001,3,20733.30,63.11,1
O002884,1,P0032,S0012,1,3920.50,63.34,10
O002885,1,P0049,S0023,2,7281.60,63.57,9
O002886,1,P0066,S0034,3,24918.30,63.80,8
O002886,2,P0069,S0001,2,6399.40,63.91,1
O002887,1,P0083,S0005,1,5508.50,64.03,7
O002887,2,P0086,S0012,3,5803.80,64.14,10
O002888,1,P0100,S0016,2,9602.00,64.26,6
O002888,2,P0003,S0023,1,2131.90,64.37,9
O002889,1,P0017,S0027,3,22680.60,64.49,5
O002889,2,P0020,S0034,2,14736.00,64.60,8
O002890,1,P0034,S0038,1,408.60,64.72,4
O002891,1,P0051,S0009,2,12374.00,64.95,3
O002891,2,P0054,S0016,1,2511.40,65.06,6
O002892,1,P0068,S0020,3,3693.00,65.18,2
O002893,1,P0085,S0031,1,8369.10,65.41,1
O002894,1,P0002,S0002,2,2370.60,65.64,10
O002895,1,P0019,S0013,3,6412.50,65.87,9
O002896,1,P0036,S0024,1,4744.80,66.10,8
O002897,1,P0053,S0035,2,10824.80,66.33,7
O002898,1,P0070,S0006,3,10792.50,66.56,6
O002899,1,P0087,S0017,1,5696.90,66.79,5
O002900,1,P0004,S0028,2,11293.20,67.02,4
O002900,2,P0007,S0035,1,1138.20,67.13,7
O002900,3,P0010,S0002,3,17217.90,67.24,10
O002901,1,P0021,S0039,3,2603.40,67.25,3
O002901,2,P0024,S0006,2,8095.60,67.36,6
O002902,1,P0038,S0010,1,4156.30,67.48,2
O002902,2,P0041,S0017,3,22431.30,67.59,5
O002903,1,P0055,S0021,2,3271.20,67.71,1
O002903,2,P0058,S0028,1,6198.50,67.82,4
O002904,1,P0072,S0032,3,15245.40,67.94,10
O002904,2,P0075,S0039,2,727.60,68.05,3
O002905,1,P0089,S0003,1,7827.40,68.17,9
O002906,1,P0006,S0014,2,5229.40,68.40,8
O002907,1,P0023,S0025,3,19842.30,68.63,7
O002908,1,P0040,S0036,1,4006.20,68.86,6
O002909,1,P0057,S0007,2,12801.40,69.09,5
O002910,1,P0074,S0018,3,10467.90,69.32,4
O002911,1,P0091,S0029,1,7620.00,69.55,3
O002912,1,P0008,S0040,2,9440.60,69.78,2
O002913,1,P0025,S0011,3,22334.10,70.01,1
O002914,1,P0042,S0022,1,5665.00,70.24,10
O002915,1,P0059,S0033,2,15457.00,70.47,9
O002915,2,P0062,S0040,1,7717.00,70.58,2
O002916,1,P0076,S0004,3,23562.90,70.70,8
O002916,2,P0079,S0011,2,12894.60,70.81,1
O002917,1,P0093,S0015,1,2610.10,70.93,7
O002917,2,P0096,S0022,3,18017.10,71.04,10
O002918,1,P0010,S0026,2,11478.60,71.16,6
O002918,2,P0013,S0033,1,4703.20,71.27,9
O002919,1,P0027,S0037,3,8975.70,71.39,5
O002920,1,P0044,S0008,1,367.60,71.62,4
O002921,1,P0061,S0019,2,12782.00,71.85,3
O002922,1,P0078,S0030,3,14605.50,72.08,2
O002923,1,P0095,S0001,1,7628.20,72.31,1
O002924,1,P0012,S0012,2,4115.00,72.54,10
O002925,1,P0029,S0023,3,21001.80,72.77,9
O002926,1,P0046,S0034,1,8245.00,73.00,8
O002927,1,P0063,S0005,2,7705.60,73.23,7
O002928,1,P0080,S0016,3,8479.80,73.46,6
O002929,1,P0097,S0027,1,4772.30,73.69,5
O002929,2,P0100,S0034,3,14403.00,73.80,8
O002930,1,P0014,S0038,2,16829.20,73.92,4
O002930,2,P0017,S0005,1,7560.20,74.03,7
O002931,1,P0031,S0009,3,17917.20,74.15,3
O002931,2,P0034,S0016,2,817.20,74.26,6
O002932,1,P0048,S0020,1,7288.40,74.38,2
O002932,2,P0051,S0027,3,18561.00,74.49,5
O002933,1,P0065,S0031,2,13415.80,74.61,1
O002934,1,P0082,S0002,3,12619.50,74.84,10
O002935,1,P0099,S0013,1,2783.70,75.07,9
O002936,1,P0016,S0024,2,14984.80,75.30,8
O002937,1,P0033,S0035,3,2615.40,75.53,7
O002938,1,P0050,S0006,1,5707.60,75.76,6
O002939,1,P0067,S0017,2,15769.20,75.99,5
O002940,1,P0084,S0028,3,6542.40,76.22,4
O002941,1,P0001,S0039,1,1257.30,76.45,3
O002942,1,P0018,S0010,2,12843.40,76.68,2
O002943,1,P0035,S0021,3,2782.50,76.91,1
O002943,2,P0038,S0028,2,8312.60,77.02,4
O002944,1,P0052,S0032,1,5610.80,77.14,10
O002944,2,P0055,S0039,3,4906.80,77.25,3
O002945,1,P0069,S0003,2,6399.40,77.37,9
O002945,2,P0072,S0010,1,5081.80,77.48,2
O002946,1,P0086,S0014,3,5803.80,77.60,8
O002946,2,P0089,S0021,2,15654.80,77.71,1
O002947,1,P0003,S0025,1,2131.90,77.83,7
O002947,2,P0006,S0032,3,7844.10,77.94,10
O002948,1,P0020,S0036,2,14736.00,78.06,6
O002948,2,P0023,S0003,1,6614.10,78.17,9
O002949,1,P0037,S0007,3,5705.40,78.29,5
O002950,1,P0054,S0018,1,2511.40,78.52,4
O002951,1,P0071,S0029,2,9003.40,78.75,3
O002952,1,P0088,S0040,3,20710.50,78.98,2
O002953,1,P0005,S0011,1,6946.90,79.21,1
O002954,1,P0022,S0022,2,14730.80,79.44,10
O002955,1,P0039,S0033,3,9345.90,79.67,9
O002956,1,P0056,S0004,1,2789.90,79.90,8
O002957,1,P0073,S0015,2,6334.60,80.13,7
O002958,1,P0090,S0026,3,17372.40,80.36,6
O002958,2,P0093,S0033,2,5220.20,80.47,9
O002959,1,P0007,S0037,1,1138.20,80.59,5
O002959,2,P0010,S0004,3,17217.90,80.70,8
O002960,1,P0024,S0008,2,8095.60,80.82,4
O002960,2,P0027,S0015,1,2991.90,80.93,7
O002961,1,P0041,S0019,3,22431.30,81.05,3
O002961,2,P0044,S0026,2,735.20,81.16,6
O002962,1,P0058,S0030,1,6198.50,81.28,2
O002963,1,P0075,S0001,2,727.60,81.51,1
O002964,1,P0092,S0012,3,22113.60,81.74,10
O002965,1,P0009,S0023,1,5390.90,81.97,9
O002966,1,P0026,S0034,2,6794.80,82.20,8
O002967,1,P0043,S0005,3,12924.00,82.43,7
O002968,1,P0060,S0016,1,709.30,82.66,6
O002969,1,P0077,S0027,2,5741.40,82.89,5
O002970,1,P0094,S0038,3,11805.00,83.12,4
O002971,1,P0011,S0009,1,3448.00,83.35,3
O002972,1,P0028,S0020,2,4603.00,83.58,2
O002972,2,P0031,S0027,1,5972.40,83.69,5
O002973,1,P0045,S0031,3,18081.60,83.81,1
O002973,2,P0048,S0038,2,14576.80,83.92,4
O002973,3,P0051,S0005,1,6187.00,84.03,7
O002974,1,P0062,S0002,1,7717.00,84.04,10
O002974,2,P0065,S0009,3,20123.70,84.15,3
O002975,1,P0079,S0013,2,12894.60,84.27,9
O002975,2,P0082,S0020,1,4206.50,84.38,2
O002976,1,P0096,S0024,3,18017.10,84.50,8
O002977,1,P0013,S0035,1,4703.20,84.73,7
O002978,1,P0030,S0006,2,3391.60,84.96,6
O002979,1,P0047,S0017,3,12707.40,85.19,5
O002980,1,P0064,S0028,1,7676.20,85.42,4
O002981,1,P0081,S0039,2,5952.60,85.65,3
O002982,1,P0098,S0010,3,10572.60,85.88,2
O002982,2,P0001,S0017,2,2514.60,85.99,5
O002983,1,P0015,S0021,1,6911.10,86.11,1
O002984,1,P0032,S0032,2,7841.00,86.34,10
O002985,1,P0049,S0003,3,10922.40,86.57,9
O002986,1,P0066,S0014,1,8306.10,86.80,8
O002986,2,P0069,S0021,3,9599.10,86.91,1
O002987,1,P0083,S0025,2,11017.00,87.03,7
O002987,2,P0086,S0032,1,1934.60,87.14,10
O002988,1,P0100,S0036,3,14403.00,87.26,6
O002988,2,P0003,S0003,2,4263.80,87.37,9
O002989,1,P0017,S0007,1,7560.20,87.49,5
O002989,2,P0020,S0014,3,22104.00,87.60,8
O002990,1,P0034,S0018,2,817.20,87.72,4
O002991,1,P0051,S0029,3,18561.00,87.95,3
O002991,2,P0054,S0036,2,5022.80,88.06,6
O002992,1,P0068,S0040,1,1231.00,88.18,2
O002993,1,P0085,S0011,2,16738.20,88.41,1
O002994,1,P0002,S0022,3,3555.90,88.64,10
O002995,1,P0019,S0033,1,2137.50,88.87,9
O002996,1,P0036,S0004,2,9489.60,89.10,8
O002997,1,P0053,S0015,3,16237.20,89.33,7
O002998,1,P0070,S0026,1,3597.50,89.56,6
O002999,1,P0087,S0037,2,11393.80,89.79,5
O003000,1,P0004,S0008,3,16939.80,90.02,4
O003000,2,P0007,S0015,2,2276.40,90.13,7
O003000,3,P0010,S0022,1,5739.30,90.24,10
O003001,1,P0021,S0019,1,867.80,90.25,3
O003001,2,P0024,S0026,3,12143.40,90.36,6
O003002,1,P0038,S0030,2,8312.60,90.48,2
O003002,2,P0041,S0037,1,7477.10,90.59,5
O003003,1,P0055,S0001,3,4906.80,90.71,1
O003003,2,P0058,S0008,2,12397.00,90.82,4
O003004,1,P0072,S0012,1,5081.80,90.94,10
O003004,2,P0075,S0019,3,1091.40,91.05,3
O003005,1,P0089,S0023,2,15654.80,91.17,9
O003006,1,P0006,S0034,3,7844.10,91.40,8
O003007,1,P0023,S0005,1,6614.10,91.63,7
O003008,1,P0040,S0016,2,8012.40,91.86,6
O003009,1,P0057,S0027,3,19202.10,92.09,5
O003010,1,P0074,S0038,1,3489.30,92.32,4
O003011,1,P0091,S0009,2,15240.00,92.55,3
O003012,1,P0008,S0020,3,14160.90,92.78,2
O003013,1,P0025,S0031,1,7444.70,93.01,1
O003014,1,P0042,S0002,2,11330.00,93.24,10
O003015,1,P0059,S0013,3,23185.50,93.47,9
O003015,2,P0062,S0020,2,15434.00,93.58,2
O003015,3,P0065,S0027,1,6707.90,93.69,5
O003016,1,P0076,S0024,1,7854.30,93.70,8
O003016,2,P0079,S0031,3,19341.90,93.81,1
O003017,1,P0093,S0035,2,5220.20,93.93,7
O003017,2,P0096,S0002,1,6005.70,94.04,10
O003018,1,P0010,S0006,3,17217.90,94.16,6
O003018,2,P0013,S0013,2,9406.40,94.27,9
O003019,1,P0027,S0017,1,2991.90,94.39,5
O003020,1,P0044,S0028,2,735.20,94.62,4
O003021,1,P0061,S0039,3,19173.00,94.85,3
O003022,1,P0078,S0010,1,4868.50,95.08,2
O003023,1,P0095,S0021,2,15256.40,95.31,1
O003024,1,P0012,S0032,3,6172.50,95.54,10
O003025,1,P0029,S0003,1,7000.60,95.77,9
O003026,1,P0046,S0014,2,16490.00,96.00,8
O003027,1,P0063,S0025,3,11558.40,96.23,7
O003028,1,P0080,S0036,1,2826.60,96.46,6
O003029,1,P0097,S0007,2,9544.60,96.69,5
O003029,2,P0100,S0014,1,4801.00,96.80,8
O003030,1,P0014,S0018,3,25243.80,96.92,4
O003030,2,P0017,S0025,2,15120.40,97.03,7
O003031,1,P0031,S0029,1,5972.40,97.15,3
O003031,2,P0034,S0036,3,1225.80,97.26,6
O003032,1,P0048,S0040,2,14576.80,97.38,2
O003032,2,P0051,S0007,1,6187.00,97.49,5
O003033,1,P0065,S0011,3,20123.70,97.61,1
O003034,1,P0082,S0022,1,4206.50,97.84,10
O003035,1,P0099,S0033,2,5567.40,98.07,9
O003036,1,P0016,S0004,3,22477.20,98.30,8
O003037,1,P0033,S0015,1,871.80,98.53,7
O003038,1,P0050,S0026,2,11415.20,98.76,6
O003039,1,P0067,S0037,3,23653.80,98.99,5
O003040,1,P0084,S0008,1,2180.80,99.22,4
O003041,1,P0001,S0019,2,2514.60,99.45,3
O003042,1,P0018,S0030,3,19265.10,99.68,2
O003043,1,P0035,S0001,1,927.50,99.91,1
O003043,2,P0038,S0008,3,12468.90,30.01,4
O003044,1,P0052,S0012,2,11221.60,30.13,10
O003044,2,P0055,S0019,1,1635.60,30.24,3
O003045,1,P0069,S0023,3,9599.10,30.36,9
O003045,2,P0072,S0030,2,10163.60,30.47,2
O003046,1,P0086,S0034,1,1934.60,30.59,8
O003046,2,P0089,S0001,3,23482.20,30.70,1
O003047,1,P0003,S0005,2,4263.80,30.82,7
O003047,2,P0006,S0012,1,2614.70,30.93,10
O003048,1,P0020,S0016,3,22104.00,31.05,6
O003049,1,P0037,S0027,1,1901.80,31.28,5
O003050,1,P0054,S0038,2,5022.80,31.51,4
O003051,1,P0071,S0009,3,13505.10,31.74,3
O003052,1,P0088,S0020,1,6903.50,31.97,2
O003053,1,P0005,S0031,2,13893.80,32.20,1
O003054,1,P0022,S0002,3,22096.20,32.43,10
O003055,1,P0039,S0013,1,3115.30,32.66,9
O003056,1,P0056,S0024,2,5579.80,32.89,8
O003057,1,P0073,S0035,3,9501.90,33.12,7
O003058,1,P0090,S0006,1,5790.80,33.35,6
O003058,2,P0093,S0013,3,7830.30,33.46,9
O003059,1,P0007,S0017,2,2276.40,33.58,5
O003059,2,P0010,S0024,1,5739.30,33.69,8
O003060,1,P0024,S0028,3,12143.40,33.81,4
O003060,2,P0027,S0035,2,5983.80,33.92,7
O003061,1,P0041,S0039,1,7477.10,34.04,3
O003061,2,P0044,S0006,3,1102.80,34.15,6
O003062,1,P0058,S0010,2,12397.00,34.27,2
O003063,1,P0075,S0021,3,1091.40,34.50,1
O003064,1,P0092,S0032,1,7371.20,34.73,10
O003065,1,P0009,S0003,2,10781.80,34.96,9
O003066,1,P0026,S0014,3,10192.20,35.19,8
O003067,1,P0043,S0025,1,4308.00,35.42,7
O003068,1,P0060,S0036,2,1418.60,35.65,6
O003069,1,P0077,S0007,3,8612.10,35.88,5
O003070,1,P0094,S0018,1,3935.00,36.11,4
O003071,1,P0011,S0029,2,6896.00,36.34,3
O003072,1,P0028,S0040,3,6904.50,36.57,2
O003072,2,P0031,S0007,2,11944.80,36.68,5
O003073,1,P0045,S0011,1,6027.20,36.80,1
O003073,2,P0048,S0018,3,21865.20,36.91,4
O003073,3,P0051,S0025,2,12374.00,37.02,7
O003074,1,P0062,S0022,2,15434.00,37.03,10
O003074,2,P0065,S0029,1,6707.90,37.14,3
O003075,1,P0079,S0033,3,19341.90,37.26,9
O003075,2,P0082,S0040,2,8413.00,37.37,2
O003076,1,P0096,S0004,1,6005.70,37.49,8
O003077,1,P0013,S0015,2,9406.40,37.72,7
O003078,1,P0030,S0026,3,5087.40,37.95,6
O003079,1,P0047,S0037,1,4235.80,38.18,5
O003080,1,P0064,S0008,2,15352.40,38.41,4
O003081,1,P0081,S0019,3,8928.90,38.64,3
O003082,1,P0098,S0030,1,3524.20,38.87,2
O003082,2,P0001,S0037,3,3771.90,38.98,5
O003082,3,P0004,S0004,2,11293.20,39.09,8
O003083,1,P0015,S0001,2,13822.20,39.10,1
O003084,1,P0032,S0012,3,11761.50,39.33,10
O003085,1,P0049,S0023,1,3640.80,39.56,9
O003086,1,P0066,S0034,2,16612.20,39.79,8
O003086,2,P0069,S0001,1,3199.70,39.90,1
O003087,1,P0083,S0005,3,16525.50,40.02,7
O003087,2,P0086,S0012,2,3869.20,40.13,10
O003088,1,P0100,S0016,1,4801.00,40.25,6
O003088,2,P0003,S0023,3,6395.70,40.36,9
O003089,1,P0017,S0027,2,15120.40,40.48,5
O003089,2,P0020,S0034,1,7368.00,40.59,8
O003090,1,P0034,S0038,3,1225.80,40.71,4
O003091,1,P0051,S0009,1,6187.00,40.94,3
O003091,2,P0054,S0016,3,7534.20,41.05,6
O003092,1,P0068,S0020,2,2462.00,41.17,2
O003093,1,P0085,S0031,3,25107.30,41.40,1
O003094,1,P0002,S0002,1,1185.30,41.63,10
O003095,1,P0019,S0013,2,4275.00,41.86,9
O003096,1,P0036,S0024,3,14234.40,42.09,8
O003097,1,P0053,S0035,1,5412.40,42.32,7
O003098,1,P0070,S0006,2,7195.00,42.55,6
O003099,1,P0087,S0017,3,17090.70,42.78,5
O003100,1,P0004,S0028,1,5646.60,43.01,4
O003100,2,P0007,S0035,3,3414.60,43.12,7
O003100,3,P0010,S0002,2,11478.60,43.23,10
O003101,1,P0021,S0039,2,1735.60,43.24,3
O003101,2,P0024,S0006,1,4047.80,43.35,6
O003102,1,P0038,S0010,3,12468.90,43.47,2
O003102,2,P0041,S0017,2,14954.20,43.58,5
O003103,1,P0055,S0021,1,1635.60,43.70,1
O003103,2,P0058,S0028,3,18595.50,43.81,4
O003104,1,P0072,S0032,2,10163.60,43.93,10
O003104,2,P0075,S0039,1,363.80,44.04,3
O003105,1,P0089,S0003,3,23482.20,44.16,9
O003106,1,P0006,S0014,1,2614.70,44.39,8
O003107,1,P0023,S0025,2,13228.20,44.62,7
O003108,1,P0040,S0036,3,12018.60,44.85,6
O003109,1,P0057,S0007,1,6400.70,45.08,5
O003110,1,P0074,S0018,2,6978.60,45.31,4
O003111,1,P0091,S0029,3,22860.00,45.54,3
O003112,1,P0008,S0040,1,4720.30,45.77,2
O003113,1,P0025,S0011,2,14889.40,46.00,1
O003114,1,P0042,S0022,3,16995.00,46.23,10
O003115,1,P0059,S0033,1,7728.50,46.46,9
O003115,2,P0062,S0040,3,23151.00,46.57,2
O003116,1,P0076,S0004,2,15708.60,46.69,8
O003116,2,P0079,S0011,1,6447.30,46.80,1
O003117,1,P0093,S0015,3,7830.30,46.92,7
O003117,2,P0096,S0022,2,12011.40,47.03,10
O003118,1,P0010,S0026,1,5739.30,47.15,6
O003118,2,P0013,S0033,3,14109.60,47.26,9
O003119,1,P0027,S0037,2,5983.80,47.38,5
O003120,1,P0044,S0008,3,1102.80,47.61,4
O003121,1,P0061,S0019,1,6391.00,47.84,3
O003122,1,P0078,S0030,2,9737.00,48.07,2
O003123,1,P0095,S0001,3,22884.60,48.30,1
O003124,1,P0012,S0012,1,2057.50,48.53,10
O003125,1,P0029,S0023,2,14001.20,48.76,9
O003126,1,P0046,S0034,3,24735.00,48.99,8
O003127,1,P0063,S0005,1,3852.80,49.22,7
O003128,1,P0080,S0016,2,5653.20,49.45,6
O003129,1,P0097,S0027,3,14316.90,49.68,5
O003129,2,P0100,S0034,2,9602.00,49.79,8
O003130,1,P0014,S0038,1,8414.60,49.91,4
O003130,2,P0017,S0005,3,22680.60,50.02,7
O003131,1,P0031,S0009,2,11944.80,50.14,3
O003131,2,P0034,S0016,1,408.60,50.25,6
O003132,1,P0048,S0020,3,21865.20,50.37,2
O003132,2,P0051,S0027,2,12374.00,50.48,5
O003133,1,P0065,S0031,1,6707.90,50.60,1
O003134,1,P0082,S0002,2,8413.00,50.83,10
O003135,1,P0099,S0013,3,8351.10,51.06,9
O003136,1,P0016,S0024,1,7492.40,51.29,8
O003137,1,P0033,S0035,2,1743.60,51.52,7
O003138,1,P0050,S0006,3,17122.80,51.75,6
O003139,1,P0067,S0017,1,7884.60,51.98,5
O003140,1,P0084,S0028,2,4361.60,52.21,4
O003141,1,P0001,S0039,3,3771.90,52.44,3
O003142,1,P0018,S0010,1,6421.70,52.67,2
O003143,1,P0035,S0021,2,1855.00,52.90,1
O003143,2,P0038,S0028,1,4156.30,53.01,4
O003144,1,P0052,S0032,3,16832.40,53.13,10
O003144,2,P0055,S0039,2,3271.20,53.24,3
O003145,1,P0069,S0003,1,3199.70,53.36,9
O003145,2,P0072,S0010,3,15245.40,53.47,2
O003146,1,P0086,S0014,2,3869.20,53.59,8
O003146,2,P0089,S0021,1,7827.40,53.70,1
O003147,1,P0003,S0025,3,6395.70,53.82,7
O003147,2,P0006,S0032,2,5229.40,53.93,10
O003148,1,P0020,S0036,1,7368.00,54.05,6
O003149,1,P0037,S0007,2,3803.60,54.28,5
O003149,2,P0040,S0014,1,4006.20,54.39,8
O003150,1,P0054,S0018,3,7534.20,54.51,4
O003151,1,P0071,S0029,1,4501.70,54.74,3
O003152,1,P0088,S0040,2,13807.00,54.97,2
O003153,1,P0005,S0011,3,20840.70,55.20,1
O003154,1,P0022,S0022,1,7365.40,55.43,10
O003155,1,P0039,S0033,2,6230.60,55.66,9
O003156,1,P0056,S0004,3,8369.70,55.89,8
O003157,1,P0073,S0015,1,3167.30,56.12,7
O003158,1,P0090,S0026,2,11581.60,56.35,6
O003158,2,P0093,S0033,1,2610.10,56.46,9
O003159,1,P0007,S0037,3,3414.60,56.58,5
O003159,2,P0010,S0004,2,11478.60,56.69,8
O003160,1,P0024,S0008,1,4047.80,56.81,4
O003160,2,P0027,S0015,3,8975.70,56.92,7
O003161,1,P0041,S0019,2,14954.20,57.04,3
O003161,2,P0044,S0026,1,367.60,57.15,6
O003162,1,P0058,S0030,3,18595.50,57.27,2
O003163,1,P0075,S0001,1,363.80,57.50,1
O003164,1,P0092,S0012,2,14742.40,57.73,10
