order_id,payment_sequential,payment_type,payment_installments,payment_value_bdt
O001529,1,cash_on_delivery,1,2973.99
O001530,1,credit_card,1,3110.30
O001531,1,bkash,6,3247.61
O001532,1,bkash,5,3384.92
O001533,1,bkash,4,3521.23
O001534,1,nagad,3,3658.54
O001535,1,nagad,2,3795.85
O001536,1,cash_on_delivery,1,3932.16
O001537,1,cash_on_delivery,1,4069.47
O001538,1,credit_card,5,4206.78
O001539,1,bkash,4,4343.09
O001540,1,bkash,3,4480.40
O001541,1,bkash,2,4617.71
O001542,1,nagad,1,4754.02
O001543,1,nagad,6,4891.33
O001544,1,cash_on_delivery,1,5028.64
O001545,1,credit_card,4,5165.95
O001546,1,bank_transfer,3,5302.26
O001547,1,bkash,2,5439.57
O001548,1,bkash,1,5576.88
O001549,1,bkash,6,5713.19
O001550,1,nagad,5,5850.50
O001551,1,nagad,4,5987.81
O001552,1,cash_on_delivery,1,6124.12
O001553,1,credit_card,2,6261.43
O001554,1,bkash,1,6398.74
O001555,1,bkash,6,6535.05
O001556,1,bkash,5,6672.36
O001557,1,nagad,4,6809.67
O001558,1,nagad,3,6946.98
O001559,1,cash_on_delivery,1,7083.29
O001560,1,cash_on_delivery,1,7220.60
O001561,1,credit_card,6,7357.91
O001562,1,bkash,5,7494.22
O001563,1,bkash,4,7631.53
O001564,1,bkash,3,7768.84
O001565,1,nagad,2,7905.15
O001566,1,nagad,1,8042.46
O001567,1,cash_on_delivery,1,8179.77
O001568,1,cash_on_delivery,1,8316.08
O001569,1,bank_transfer,4,8453.39
O001570,1,bkash,3,8590.70
O001571,1,bkash,2,8727.01
O001572,1,bkash,1,8864.32
O001573,1,nagad,6,9001.63
O001574,1,nagad,5,9138.94
O001575,1,cash_on_delivery,1,9275.25
O001576,1,credit_card,3,9412.56
O001577,1,bkash,2,1549.87
O001578,1,bkash,1,1686.18
O001579,1,bkash,6,1823.49
O001580,1,nagad,5,1960.80
O001581,1,nagad,4,2097.11
O001582,1,cash_on_delivery,1,2234.42
O001583,1,cash_on_delivery,1,2371.73
O001584,1,credit_card,1,2508.04
O001585,1,bkash,6,2645.35
O001586,1,bkash,5,2782.66
O001587,1,bkash,4,2919.97
O001588,1,nagad,3,3056.28
O001589,1,nagad,2,3193.59
O001590,1,cash_on_delivery,1,3330.90
O001591,1,cash_on_delivery,1,3467.21
O001592,1,bank_transfer,5,3604.52
O001593,1,bkash,4,3741.83
O001594,1,bkash,3,3878.14
O001595,1,bkash,2,4015.45
O001596,1,nagad,1,4152.76
O001597,1,nagad,6,4289.07
O001598,1,cash_on_delivery,1,4426.38
O001599,1,credit_card,4,4563.69
O001600,1,bkash,3,4700.00
O001601,1,bkash,2,4837.31
O001602,1,bkash,1,4974.62
O001603,1,bkash,6,5111.93
O001604,1,nagad,5,5248.24
O001605,1,cash_on_delivery,1,5385.55
O001606,1,cash_on_delivery,1,5522.86
O001607,1,credit_card,2,5659.17
O001608,1,bkash,1,5796.48
O001609,1,bkash,6,5933.79
O001610,1,bkash,5,6070.10
O001611,1,nagad,4,6207.41
O001612,1,nagad,3,6344.72
O001613,1,cash_on_delivery,1,6481.03
O001614,1,cash_on_delivery,1,6618.34
O001615,1,bank_transfer,6,6755.65
O001616,1,bkash,5,6892.96
O001617,1,bkash,4,7029.27
O001618,1,bkash,3,7166.58
O001619,1,nagad,2,7303.89
O001620,1,nagad,1,7440.20
O001621,1,cash_on_delivery,1,7577.51
O001622,1,credit_card,5,7714.82
O001623,1,bank_transfer,4,7851.13
O001624,1,bkash,3,7988.44
O001625,1,bkash,2,8125.75
O001626,1,bkash,1,8262.06
O001627,1,nagad,6,8399.37
O001628,1,nagad,5,8536.68
O001629,1,cash_on_delivery,1,8673.99
O001630,1,credit_card,3,8810.30
O001631,1,bkash,2,8947.61
O001632,1,bkash,1,9084.92
O001633,1,bkash,6,9221.23
O001634,1,nagad,5,9358.54
O001635,1,nagad,4,9495.85
O001636,1,cash_on_delivery,1,1632.16
O001637,1,cash_on_delivery,1,1769.47
O001638,1,credit_card,1,1906.78
O001639,1,bkash,6,2043.09
O001640,1,bkash,5,2180.40
O001641,1,bkash,4,2317.71
O001642,1,nagad,3,2454.02
O001643,1,nagad,2,2591.33
O001644,1,cash_on_delivery,1,2728.64
O001645,1,credit_card,6,2865.95
O001646,1,bank_transfer,5,3002.26
O001647,1,bkash,4,3139.57
O001648,1,bkash,3,3276.88
O001649,1,bkash,2,3413.19
O001650,1,nagad,1,3550.50
O001651,1,nagad,6,3687.81
O001652,1,cash_on_delivery,1,3824.12
O001653,1,credit_card,4,3961.43
O001654,1,bkash,3,4098.74
O001655,1,bkash,2,4235.05
O001656,1,bkash,1,4372.36
O001657,1,nagad,6,4509.67
O001658,1,nagad,5,4646.98
O001659,1,cash_on_delivery,1,4783.29
O001660,1,cash_on_delivery,1,4920.60
O001661,1,credit_card,2,5057.91
O001662,1,bkash,1,5194.22
O001663,1,bkash,6,5331.53
O001664,1,bkash,5,5468.84
O001665,1,nagad,4,5605.15
O001666,1,nagad,3,5742.46
O001667,1,cash_on_delivery,1,5879.77
O001668,1,cash_on_delivery,1,6016.08
O001669,1,bank_transfer,6,6153.39
O001670,1,bkash,5,6290.70
O001671,1,bkash,4,6427.01
O001672,1,bkash,3,6564.32
O001673,1,nagad,2,6701.63
O001674,1,nagad,1,6838.94
O001675,1,cash_on_delivery,1,6975.25
O001676,1,credit_card,5,7112.56
O001677,1,bkash,4,7249.87
O001678,1,bkash,3,7386.18
O001679,1,bkash,2,7523.49
O001680,1,nagad,1,7660.80
O001681,1,nagad,6,7797.11
O001682,1,cash_on_delivery,1,7934.42
O001683,1,cash_on_delivery,1,8071.73
O001684,1,credit_card,3,8208.04
O001685,1,bkash,2,8345.35
O001686,1,bkash,1,8482.66
O001687,1,bkash,6,8619.97
O001688,1,nagad,5,8756.28
O001689,1,nagad,4,8893.59
O001690,1,cash_on_delivery,1,9030.90
O001691,1,cash_on_delivery,1,9167.21
O001692,1,bank_transfer,1,9304.52
O001693,1,bkash,6,9441.83
O001694,1,bkash,5,1578.14
O001695,1,bkash,4,1715.45
O001696,1,nagad,3,1852.76
O001697,1,nagad,2,1989.07
O001698,1,cash_on_delivery,1,2126.38
O001699,1,credit_card,6,2263.69
O001700,1,bkash,5,2400.00
O001701,1,bkash,4,2537.31
O001702,1,bkash,3,2674.62
O001703,1,bkash,2,2811.93
O001704,1,nagad,1,2948.24
O001705,1,cash_on_delivery,1,3085.55
O001706,1,cash_on_delivery,1,3222.86
O001707,1,credit_card,4,3359.17
O001708,1,bkash,3,3496.48
O001709,1,bkash,2,3633.79
O001710,1,bkash,1,3770.10
O001711,1,nagad,6,3907.41
O001712,1,nagad,5,4044.72
O001713,1,cash_on_delivery,1,4181.03
O001714,1,cash_on_delivery,1,4318.34
O001715,1,bank_transfer,2,4455.65
O001716,1,bkash,1,4592.96
O001717,1,bkash,6,4729.27
O001718,1,bkash,5,4866.58
O001719,1,nagad,4,5003.89
O001720,1,nagad,3,5140.20
O001721,1,cash_on_delivery,1,5277.51
O001722,1,credit_card,1,5414.82
O001723,1,bank_transfer,6,5551.13
O001724,1,bkash,5,5688.44
O001725,1,bkash,4,5825.75
O001726,1,bkash,3,5962.06
O001727,1,nagad,2,6099.37
O001728,1,nagad,1,6236.68
O001729,1,cash_on_delivery,1,6373.99
O001730,1,credit_card,5,6510.30
O001731,1,bkash,4,6647.61
O001732,1,bkash,3,6784.92
O001733,1,bkash,2,6921.23
O001734,1,nagad,1,7058.54
O001735,1,nagad,6,7195.85
O001736,1,cash_on_delivery,1,7332.16
O001737,1,cash_on_delivery,1,7469.47
O001738,1,credit_card,3,7606.78
O001739,1,bkash,2,7743.09
O001740,1,bkash,1,7880.40
O001741,1,bkash,6,8017.71
O001742,1,nagad,5,8154.02
O001743,1,nagad,4,8291.33
O001744,1,cash_on_delivery,1,8428.64
O001745,1,credit_card,2,8565.95
O001746,1,bank_transfer,1,8702.26
O001747,1,bkash,6,8839.57
O001748,1,bkash,5,8976.88
O001749,1,bkash,4,9113.19
O001750,1,nagad,3,9250.50
O001751,1,nagad,2,9387.81
O001752,1,cash_on_delivery,1,1524.12
O001753,1,credit_card,6,1661.43
O001754,1,bkash,5,1798.74
O001755,1,bkash,4,1935.05
O001756,1,bkash,3,2072.36
O001757,1,nagad,2,2209.67
O001758,1,nagad,1,2346.98
O001759,1,cash_on_delivery,1,2483.29
O001760,1,cash_on_delivery,1,2620.60
O001761,1,credit_card,4,2757.91
O001762,1,bkash,3,2894.22
O001763,1,bkash,2,3031.53
O001764,1,bkash,1,3168.84
O001765,1,nagad,6,3305.15
O001766,1,nagad,5,3442.46
O001767,1,cash_on_delivery,1,3579.77
O001768,1,cash_on_delivery,1,3716.08
O001769,1,bank_transfer,2,3853.39
O001770,1,bkash,1,3990.70
O001771,1,bkash,6,4127.01
O001772,1,bkash,5,4264.32
O001773,1,nagad,4,4401.63
O001774,1,nagad,3,4538.94
O001775,1,cash_on_delivery,1,4675.25
O001776,1,credit_card,1,4812.56
O001777,1,bkash,6,4949.87
O001778,1,bkash,5,5086.18
O001779,1,bkash,4,5223.49
O001780,1,nagad,3,5360.80
O001781,1,nagad,2,5497.11
O001782,1,cash_on_delivery,1,5634.42
O001783,1,cash_on_delivery,1,5771.73
O001784,1,credit_card,5,5908.04
O001785,1,bkash,4,6045.35
O001786,1,bkash,3,6182.66
O001787,1,bkash,2,6319.97
O001788,1,nagad,1,6456.28
O001789,1,nagad,6,6593.59
O001790,1,cash_on_delivery,1,6730.90
O001791,1,cash_on_delivery,1,6867.21
O001792,1,bank_transfer,3,7004.52
O001793,1,bkash,2,7141.83
O001794,1,bkash,1,7278.14
O001795,1,bkash,6,7415.45
O001796,1,nagad,5,7552.76
O001797,1,nagad,4,7689.07
O001798,1,cash_on_delivery,1,7826.38
O001799,1,credit_card,2,7963.69
O001800,1,bkash,1,8100.00
O001801,1,bkash,6,8237.31
O001802,1,bkash,5,8374.62
O001803,1,bkash,4,8511.93
O001804,1,nagad,3,8648.24
O001805,1,cash_on_delivery,1,8785.55
O001806,1,cash_on_delivery,1,8922.86
O001807,1,credit_card,6,9059.17
O001808,1,bkash,5,9196.48
O001809,1,bkash,4,9333.79
O001810,1,bkash,3,9470.10
O001811,1,nagad,2,1607.41
O001812,1,nagad,1,1744.72
O001813,1,cash_on_delivery,1,1881.03
O001814,1,cash_on_delivery,1,2018.34
O001815,1,bank_transfer,4,2155.65
O001816,1,bkash,3,2292.96
O001817,1,bkash,2,2429.27
O001818,1,bkash,1,2566.58
O001819,1,nagad,6,2703.89
O001820,1,nagad,5,2840.20
O001821,1,cash_on_delivery,1,2977.51
O001822,1,credit_card,3,3114.82
O001823,1,bank_transfer,2,3251.13
O001824,1,bkash,1,3388.44
O001825,1,bkash,6,3525.75
O001826,1,bkash,5,3662.06
O001827,1,nagad,4,3799.37
O001828,1,nagad,3,3936.68
O001829,1,cash_on_delivery,1,4073.99
O001830,1,credit_card,1,4210.30
O001831,1,bkash,6,4347.61
O001832,1,bkash,5,4484.92
O001833,1,bkash,4,4621.23
O001834,1,nagad,3,4758.54
O001835,1,nagad,2,4895.85
O001836,1,cash_on_delivery,1,5032.16
O001837,1,cash_on_delivery,1,5169.47
O001838,1,credit_card,5,5306.78
O001839,1,bkash,4,5443.09
O001840,1,bkash,3,5580.40
O001841,1,bkash,2,5717.71
O001842,1,nagad,1,5854.02
O001843,1,nagad,6,5991.33
O001844,1,cash_on_delivery,1,6128.64
O001845,1,credit_card,4,6265.95
O001846,1,bank_transfer,3,6402.26
O001847,1,bkash,2,6539.57
O001848,1,bkash,1,6676.88
O001849,1,bkash,6,6813.19
O001850,1,nagad,5,6950.50
O001851,1,nagad,4,7087.81
O001852,1,cash_on_delivery,1,7224.12
O001853,1,credit_card,2,7361.43
O001854,1,bkash,1,7498.74
O001855,1,bkash,6,7635.05
O001856,1,bkash,5,7772.36
O001857,1,nagad,4,7909.67
O001858,1,nagad,3,8046.98
O001859,1,cash_on_delivery,1,8183.29
O001860,1,cash_on_delivery,1,8320.60
O001861,1,credit_card,6,8457.91
O001862,1,bkash,5,8594.22
O001863,1,bkash,4,8731.53
O001864,1,bkash,3,8868.84
O001865,1,nagad,2,9005.15
O001866,1,nagad,1,9142.46
O001867,1,cash_on_delivery,1,9279.77
O001868,1,cash_on_delivery,1,9416.08
O001869,1,bank_transfer,4,1553.39
O001870,1,bkash,3,1690.70
O001871,1,bkash,2,1827.01
O001872,1,bkash,1,1964.32
O001873,1,nagad,6,2101.63
O001874,1,nagad,5,2238.94
O001875,1,cash_on_delivery,1,2375.25
O001876,1,credit_card,3,2512.56
O001877,1,bkash,2,2649.87
O001878,1,bkash,1,2786.18
O001879,1,bkash,6,2923.49
O001880,1,nagad,5,3060.80
O001881,1,nagad,4,3197.11
O001882,1,cash_on_delivery,1,3334.42
O001883,1,cash_on_delivery,1,3471.73
O001884,1,credit_card,1,3608.04
O001885,1,bkash,6,3745.35
O001886,1,bkash,5,3882.66
O001887,1,bkash,4,4019.97
O001888,1,nagad,3,4156.28
O001889,1,nagad,2,4293.59
O001890,1,cash_on_delivery,1,4430.90
O001891,1,cash_on_delivery,1,4567.21
O001892,1,bank_transfer,5,4704.52
O001893,1,bkash,4,4841.83
O001894,1,bkash,3,4978.14
O001895,1,bkash,2,5115.45
O001896,1,nagad,1,5252.76
O001897,1,nagad,6,5389.07
O001898,1,cash_on_delivery,1,5526.38
O001899,1,credit_card,4,5663.69
O001900,1,bkash,3,5800.00
O001901,1,bkash,2,5937.31
O001902,1,bkash,1,6074.62
O001903,1,bkash,6,6211.93
O001904,1,nagad,5,6348.24
O001905,1,cash_on_delivery,1,6485.55
O001906,1,cash_on_delivery,1,6622.86
O001907,1,credit_card,2,6759.17
O001908,1,bkash,1,6896.48
O001909,1,bkash,6,7033.79
O001910,1,bkash,5,7170.10
O001911,1,nagad,4,7307.41
O001912,1,nagad,3,7444.72
O001913,1,cash_on_delivery,1,7581.03
O001914,1,cash_on_delivery,1,7718.34
O001915,1,bank_transfer,6,7855.65
O001916,1,bkash,5,7992.96
O001917,1,bkash,4,8129.27
O001918,1,bkash,3,8266.58
O001919,1,nagad,2,8403.89
O001920,1,nagad,1,8540.20
O001921,1,cash_on_delivery,1,8677.51
O001922,1,credit_card,5,8814.82
O001923,1,bank_transfer,4,8951.13
O001924,1,bkash,3,9088.44
O001925,1,bkash,2,9225.75
O001926,1,bkash,1,9362.06
O001927,1,nagad,6,9499.37
O001928,1,nagad,5,1636.68
O001929,1,cash_on_delivery,1,1773.99
O001930,1,credit_card,3,1910.30
O001931,1,bkash,2,2047.61
O001932,1,bkash,1,2184.92
O001933,1,bkash,6,2321.23
O001934,1,nagad,5,2458.54
O001935,1,nagad,4,2595.85
O001936,1,cash_on_delivery,1,2732.16
O001937,1,cash_on_delivery,1,2869.47
O001938,1,credit_card,1,3006.78
O001939,1,bkash,6,3143.09
O001940,1,bkash,5,3280.40
O001941,1,bkash,4,3417.71
O001942,1,nagad,3,3554.02
O001943,1,nagad,2,3691.33
O001944,1,cash_on_delivery,1,3828.64
O001945,1,credit_card,6,3965.95
O001946,1,bank_transfer,5,4102.26
O001947,1,bkash,4,4239.57
O001948,1,bkash,3,4376.88
O001949,1,bkash,2,4513.19
O001950,1,nagad,1,4650.50
O001951,1,nagad,6,4787.81
O001952,1,cash_on_delivery,1,4924.12
O001953,1,credit_card,4,5061.43
O001954,1,bkash,3,5198.74
O001955,1,bkash,2,5335.05
O001956,1,bkash,1,5472.36
O001957,1,nagad,6,5609.67
O001958,1,nagad,5,5746.98
O001959,1,cash_on_delivery,1,5883.29
O001960,1,cash_on_delivery,1,6020.60
O001961,1,credit_card,2,6157.91
O001962,1,bkash,1,6294.22
O001963,1,bkash,6,6431.53
O001964,1,bkash,5,6568.84
O001965,1,nagad,4,6705.15
O001966,1,nagad,3,6842.46
O001967,1,cash_on_delivery,1,6979.77
O001968,1,cash_on_delivery,1,7116.08
O001969,1,bank_transfer,6,7253.39
O001970,1,bkash,5,7390.70
O001971,1,bkash,4,7527.01
O001972,1,bkash,3,7664.32
O001973,1,nagad,2,7801.63
O001974,1,nagad,1,7938.94
O001975,1,cash_on_delivery,1,8075.25
O001976,1,credit_card,5,8212.56
O001977,1,bkash,4,8349.87
O001978,1,bkash,3,8486.18
O001979,1,bkash,2,8623.49
O001980,1,nagad,1,8760.80
O001981,1,nagad,6,8897.11
O001982,1,cash_on_delivery,1,9034.42
O001983,1,cash_on_delivery,1,9171.73
O001984,1,credit_card,3,9308.04
O001985,1,bkash,2,9445.35
O001986,1,bkash,1,1582.66
O001987,1,bkash,6,1719.97
O001988,1,nagad,5,1856.28
O001989,1,nagad,4,1993.59
O001990,1,cash_on_delivery,1,2130.90
O001991,1,cash_on_delivery,1,2267.21
O001992,1,bank_transfer,1,2404.52
O001993,1,bkash,6,2541.83
O001994,1,bkash,5,2678.14
O001995,1,bkash,4,2815.45
O001996,1,nagad,3,2952.76
O001997,1,nagad,2,3089.07
O001998,1,cash_on_delivery,1,3226.38
O001999,1,credit_card,6,3363.69
O002000,1,bkash,5,3500.00
O002001,1,bkash,4,3637.31
O002002,1,bkash,3,3774.62
O002003,1,bkash,2,3911.93
O002004,1,nagad,1,4048.24
O002005,1,cash_on_delivery,1,4185.55
O002006,1,cash_on_delivery,1,4322.86
O002007,1,credit_card,4,4459.17
O002008,1,bkash,3,4596.48
O002009,1,bkash,2,4733.79
O002010,1,bkash,1,4870.10
O002011,1,nagad,6,5007.41
O002012,1,nagad,5,5144.72
O002013,1,cash_on_delivery,1,5281.03
O002014,1,cash_on_delivery,1,5418.34
O002015,1,bank_transfer,2,5555.65
O002016,1,bkash,1,5692.96
O002017,1,bkash,6,5829.27
O002018,1,bkash,5,5966.58
O002019,1,nagad,4,6103.89
O002020,1,nagad,3,6240.20
O002021,1,cash_on_delivery,1,6377.51
O002022,1,credit_card,1,6514.82
O002023,1,bank_transfer,6,6651.13
O002024,1,bkash,5,6788.44
O002025,1,bkash,4,6925.75
O002026,1,bkash,3,7062.06
O002027,1,nagad,2,7199.37
O002028,1,nagad,1,7336.68
O002029,1,cash_on_delivery,1,7473.99
O002030,1,credit_card,5,7610.30
O002031,1,bkash,4,7747.61
O002032,1,bkash,3,7884.92
O002033,1,bkash,2,8021.23
O002034,1,nagad,1,8158.54
O002035,1,nagad,6,8295.85
O002036,1,cash_on_delivery,1,8432.16
O002037,1,cash_on_delivery,1,8569.47
O002038,1,credit_card,3,8706.78
O002039,1,bkash,2,8843.09
O002040,1,bkash,1,8980.40
O002041,1,bkash,6,9117.71
O002042,1,nagad,5,9254.02
O002043,1,nagad,4,9391.33
O002044,1,cash_on_delivery,1,1528.64
O002045,1,credit_card,2,1665.95
O002046,1,bank_transfer,1,1802.26
O002047,1,bkash,6,1939.57
O002048,1,bkash,5,2076.88
O002049,1,bkash,4,2213.19
O002050,1,nagad,3,2350.50
O002051,1,nagad,2,2487.81
O002052,1,cash_on_delivery,1,2624.12
O002053,1,credit_card,6,2761.43
O002054,1,bkash,5,2898.74
O002055,1,bkash,4,3035.05
O002056,1,bkash,3,3172.36
O002057,1,nagad,2,3309.67
O002058,1,nagad,1,3446.98
O002059,1,cash_on_delivery,1,3583.29
O002060,1,cash_on_delivery,1,3720.60
O002061,1,credit_card,4,3857.91
O002062,1,bkash,3,3994.22
O002063,1,bkash,2,4131.53
O002064,1,bkash,1,4268.84
O002065,1,nagad,6,4405.15
O002066,1,nagad,5,4542.46
O002067,1,cash_on_delivery,1,4679.77
O002068,1,cash_on_delivery,1,4816.08
O002069,1,bank_transfer,2,4953.39
O002070,1,bkash,1,5090.70
O002071,1,bkash,6,5227.01
O002072,1,bkash,5,5364.32
O002073,1,nagad,4,5501.63
O002074,1,nagad,3,5638.94
O002075,1,cash_on_delivery,1,5775.25
O002076,1,credit_card,1,5912.56
O002077,1,bkash,6,6049.87
O002078,1,bkash,5,6186.18
O002079,1,bkash,4,6323.49
O002080,1,nagad,3,6460.80
O002081,1,nagad,2,6597.11
O002082,1,cash_on_delivery,1,6734.42
O002083,1,cash_on_delivery,1,6871.73
O002084,1,credit_card,5,7008.04
O002085,1,bkash,4,7145.35
O002086,1,bkash,3,7282.66
O002087,1,bkash,2,7419.97
O002088,1,nagad,1,7556.28
O002089,1,nagad,6,7693.59
O002090,1,cash_on_delivery,1,7830.90
O002091,1,cash_on_delivery,1,7967.21
O002092,1,bank_transfer,3,8104.52
O002093,1,bkash,2,8241.83
O002094,1,bkash,1,8378.14
O002095,1,bkash,6,8515.45
O002096,1,nagad,5,8652.76
O002097,1,nagad,4,8789.07
O002098,1,cash_on_delivery,1,8926.38
O002099,1,credit_card,2,9063.69
O002100,1,bkash,1,9200.00
O002101,1,bkash,6,9337.31
O002102,1,bkash,5,9474.62
O002103,1,bkash,4,1611.93
O002104,1,nagad,3,1748.24
O002105,1,cash_on_delivery,1,1885.55
O002106,1,cash_on_delivery,1,2022.86
O002107,1,credit_card,6,2159.17
O002108,1,bkash,5,2296.48
O002109,1,bkash,4,2433.79
O002110,1,bkash,3,2570.10
O002111,1,nagad,2,2707.41
O002112,1,nagad,1,2844.72
O002113,1,cash_on_delivery,1,2981.03
O002114,1,cash_on_delivery,1,3118.34
O002115,1,bank_transfer,4,3255.65
O002116,1,bkash,3,3392.96
O002117,1,bkash,2,3529.27
O002118,1,bkash,1,3666.58
O002119,1,nagad,6,3803.89
O002120,1,nagad,5,3940.20
O002121,1,cash_on_delivery,1,4077.51
O002122,1,credit_card,3,4214.82
O002123,1,bank_transfer,2,4351.13
O002124,1,bkash,1,4488.44
O002125,1,bkash,6,4625.75
O002126,1,bkash,5,4762.06
O002127,1,nagad,4,4899.37
O002128,1,nagad,3,5036.68
O002129,1,cash_on_delivery,1,5173.99
O002130,1,credit_card,1,5310.30
O002131,1,bkash,6,5447.61
O002132,1,bkash,5,5584.92
O002133,1,bkash,4,5721.23
O002134,1,nagad,3,5858.54
O002135,1,nagad,2,5995.85
O002136,1,cash_on_delivery,1,6132.16
O002137,1,cash_on_delivery,1,6269.47
O002138,1,credit_card,5,6406.78
O002139,1,bkash,4,6543.09
O002140,1,bkash,3,6680.40
O002141,1,bkash,2,6817.71
O002142,1,nagad,1,6954.02
O002143,1,nagad,6,7091.33
O002144,1,cash_on_delivery,1,7228.64
O002145,1,credit_card,4,7365.95
O002146,1,bank_transfer,3,7502.26
O002147,1,bkash,2,7639.57
O002148,1,bkash,1,7776.88
O002149,1,bkash,6,7913.19
O002150,1,nagad,5,8050.50
O002151,1,nagad,4,8187.81
O002152,1,cash_on_delivery,1,8324.12
O002153,1,credit_card,2,8461.43
O002154,1,bkash,1,8598.74
O002155,1,bkash,6,8735.05
O002156,1,bkash,5,8872.36
O002157,1,nagad,4,9009.67
O002158,1,nagad,3,9146.98
O002159,1,cash_on_delivery,1,9283.29
O002160,1,cash_on_delivery,1,9420.60
O002161,1,credit_card,6,1557.91
O002162,1,bkash,5,1694.22
O002163,1,bkash,4,1831.53
O002164,1,bkash,3,1968.84
O002165,1,nagad,2,2105.15
O002166,1,nagad,1,2242.46
O002167,1,cash_on_delivery,1,2379.77
O002168,1,cash_on_delivery,1,2516.08
O002169,1,bank_transfer,4,2653.39
O002170,1,bkash,3,2790.70
O002171,1,bkash,2,2927.01
O002172,1,bkash,1,3064.32
O002173,1,nagad,6,3201.63
O002174,1,nagad,5,3338.94
O002175,1,cash_on_delivery,1,3475.25
O002176,1,credit_card,3,3612.56
O002177,1,bkash,2,3749.87
O002178,1,bkash,1,3886.18
O002179,1,bkash,6,4023.49
O002180,1,nagad,5,4160.80
O002181,1,nagad,4,4297.11
O002182,1,cash_on_delivery,1,4434.42
O002183,1,cash_on_delivery,1,4571.73
O002184,1,credit_card,1,4708.04
O002185,1,bkash,6,4845.35
O002186,1,bkash,5,4982.66
O002187,1,bkash,4,5119.97
O002188,1,nagad,3,5256.28
O002189,1,nagad,2,5393.59
O002190,1,cash_on_delivery,1,5530.90
O002191,1,cash_on_delivery,1,5667.21
O002192,1,bank_transfer,5,5804.52
O002193,1,bkash,4,5941.83
O002194,1,bkash,3,6078.14
O002195,1,bkash,2,6215.45
O002196,1,nagad,1,6352.76
O002197,1,nagad,6,6489.07
O002198,1,cash_on_delivery,1,6626.38
O002199,1,credit_card,4,6763.69
O002200,1,bkash,3,6900.00
O002201,1,bkash,2,7037.31
O002202,1,bkash,1,7174.62
O002203,1,bkash,6,7311.93
O002204,1,nagad,5,7448.24
O002205,1,cash_on_delivery,1,7585.55
O002206,1,cash_on_delivery,1,7722.86
O002207,1,credit_card,2,7859.17
O002208,1,bkash,1,7996.48
O002209,1,bkash,6,8133.79
O002210,1,bkash,5,8270.10
O002211,1,nagad,4,8407.41
O002212,1,nagad,3,8544.72
O002213,1,cash_on_delivery,1,8681.03
O002214,1,cash_on_delivery,1,8818.34
O002215,1,bank_transfer,6,8955.65
O002216,1,bkash,5,9092.96
O002217,1,bkash,4,9229.27
O002218,1,bkash,3,9366.58
O002219,1,nagad,2,1503.89
O002220,1,nagad,1,1640.20
O002221,1,cash_on_delivery,1,1777.51
O002222,1,credit_card,5,1914.82
O002223,1,bank_transfer,4,2051.13
O002224,1,bkash,3,2188.44
O002225,1,bkash,2,2325.75
O002226,1,bkash,1,2462.06
O002227,1,nagad,6,2599.37
O002228,1,nagad,5,2736.68
O002229,1,cash_on_delivery,1,2873.99
O002230,1,credit_card,3,3010.30
O002231,1,bkash,2,3147.61
O002232,1,bkash,1,3284.92
O002233,1,bkash,6,3421.23
O002234,1,nagad,5,3558.54
O002235,1,nagad,4,3695.85
O002236,1,cash_on_delivery,1,3832.16
O002237,1,cash_on_delivery,1,3969.47
O002238,1,credit_card,1,4106.78
O002239,1,bkash,6,4243.09
O002240,1,bkash,5,4380.40
O002241,1,bkash,4,4517.71
O002242,1,nagad,3,4654.02
O002243,1,nagad,2,4791.33
O002244,1,cash_on_delivery,1,4928.64
O002245,1,credit_card,6,5065.95
O002246,1,bank_transfer,5,5202.26
O002247,1,bkash,4,5339.57
O002248,1,bkash,3,5476.88
O002249,1,bkash,2,5613.19
O002250,1,nagad,1,5750.50
O002251,1,nagad,6,5887.81
O002252,1,cash_on_delivery,1,6024.12
O002253,1,credit_card,4,6161.43
O002254,1,bkash,3,6298.74
O002255,1,bkash,2,6435.05
O002256,1,bkash,1,6572.36
O002257,1,nagad,6,6709.67
O002258,1,nagad,5,6846.98
O002259,1,cash_on_delivery,1,6983.29
O002260,1,cash_on_delivery,1,7120.60
O002261,1,credit_card,2,7257.91
O002262,1,bkash,1,7394.22
O002263,1,bkash,6,7531.53
O002264,1,bkash,5,7668.84
O002265,1,nagad,4,7805.15
O002266,1,nagad,3,7942.46
O002267,1,cash_on_delivery,1,8079.77
O002268,1,cash_on_delivery,1,8216.08
O002269,1,bank_transfer,6,8353.39
O002270,1,bkash,5,8490.70
O002271,1,bkash,4,8627.01
O002272,1,bkash,3,8764.32
O002273,1,nagad,2,8901.63
O002274,1,nagad,1,9038.94
O002275,1,cash_on_delivery,1,9175.25
O002276,1,credit_card,5,9312.56
O002277,1,bkash,4,9449.87
O002278,1,bkash,3,1586.18
O002279,1,bkash,2,1723.49
O002280,1,nagad,1,1860.80
O002281,1,nagad,6,1997.11
O002282,1,cash_on_delivery,1,2134.42
O002283,1,cash_on_delivery,1,2271.73
O002284,1,credit_card,3,2408.04
O002285,1,bkash,2,2545.35
O002286,1,bkash,1,2682.66
O002287,1,bkash,6,2819.97
O002288,1,nagad,5,2956.28
O002289,1,nagad,4,3093.59
O002290,1,cash_on_delivery,1,3230.90
O002291,1,cash_on_delivery,1,3367.21
O002292,1,bank_transfer,1,3504.52
O002293,1,bkash,6,3641.83
